               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.038202,            0.012606,                   0,             0.63283,             0.78947,             0.76699,             0.40697,            0.019529,           0.0053854,                   0,           0.0091882,           0.0091882,           0.0091882
                  84,            0.037492,            0.011868,                   0,             0.67308,             0.68421,             0.68536,             0.32665,            0.018628,           0.0057436,                   0,           0.0091783,           0.0091783,           0.0091783
                  85,            0.038648,            0.012807,                   0,             0.75432,             0.64703,             0.75936,             0.42572,            0.017656,           0.0052057,                   0,           0.0091684,           0.0091684,           0.0091684
                  86,            0.038733,            0.012576,                   0,             0.71883,             0.67327,             0.73502,             0.46876,              0.0172,           0.0052344,                   0,           0.0091585,           0.0091585,           0.0091585
                  87,            0.038429,            0.012658,                   0,             0.81205,             0.68421,             0.76315,             0.44048,            0.019533,           0.0048961,                   0,           0.0091486,           0.0091486,           0.0091486
                  88,            0.035759,            0.012799,                   0,              0.7975,              0.8296,             0.79856,             0.49512,            0.018183,           0.0048874,                   0,           0.0091387,           0.0091387,           0.0091387
                  89,            0.036863,             0.01316,                   0,             0.88492,             0.89474,             0.86204,             0.56463,            0.016831,           0.0056174,                   0,           0.0091288,           0.0091288,           0.0091288
                  90,            0.036017,            0.011836,                   0,             0.70475,             0.78947,             0.79128,             0.49396,            0.017465,           0.0050842,                   0,           0.0091189,           0.0091189,           0.0091189
                  91,            0.036691,            0.012286,                   0,             0.77055,             0.73684,             0.76605,             0.44531,            0.018191,            0.004984,                   0,            0.009109,            0.009109,            0.009109
                  92,            0.034925,            0.012279,                   0,             0.82849,             0.68421,             0.77441,             0.49882,            0.017075,           0.0046835,                   0,           0.0090991,           0.0090991,           0.0090991
                  93,            0.035196,            0.012644,                   0,             0.93271,                0.73,             0.81845,             0.56012,            0.017329,            0.004643,                   0,           0.0090892,           0.0090892,           0.0090892
                  94,            0.034761,            0.011513,                   0,             0.88064,             0.84211,             0.85817,             0.56421,            0.016501,           0.0043764,                   0,           0.0090793,           0.0090793,           0.0090793
                  95,            0.035667,            0.011305,                   0,             0.78376,             0.76377,             0.80193,             0.55866,            0.015498,           0.0052977,                   0,           0.0090694,           0.0090694,           0.0090694
                  96,            0.035893,            0.012271,                   0,             0.82582,             0.63158,             0.70554,             0.39322,             0.01761,           0.0052985,                   0,           0.0090595,           0.0090595,           0.0090595
                  97,            0.036815,            0.012843,                   0,             0.79104,             0.84211,             0.83614,             0.57466,            0.015353,           0.0050944,                   0,           0.0090496,           0.0090496,           0.0090496
                  98,            0.034845,            0.011053,                   0,             0.73401,               0.872,              0.8491,             0.56886,            0.015952,           0.0044777,                   0,           0.0090397,           0.0090397,           0.0090397
                  99,            0.035671,            0.011458,                   0,             0.84794,             0.88103,             0.86208,             0.62114,            0.015341,           0.0045439,                   0,           0.0090298,           0.0090298,           0.0090298
                 100,             0.03437,            0.011324,                   0,             0.79051,             0.63158,             0.75394,             0.52604,            0.016555,           0.0049969,                   0,           0.0090199,           0.0090199,           0.0090199
                 101,            0.035637,            0.011618,                   0,             0.75181,             0.68421,             0.75408,             0.51366,            0.016968,           0.0054186,                   0,             0.00901,             0.00901,             0.00901
                 102,            0.033952,            0.011264,                   0,             0.74405,             0.73684,             0.79879,             0.49477,            0.016068,           0.0048368,                   0,           0.0090001,           0.0090001,           0.0090001
                 103,            0.032044,            0.011589,                   0,              0.7268,             0.84018,             0.83346,             0.55731,            0.016206,           0.0049768,                   0,           0.0089902,           0.0089902,           0.0089902
                 104,            0.034041,            0.010926,                   0,             0.86132,             0.68421,             0.79661,             0.49423,             0.01723,           0.0052905,                   0,           0.0089803,           0.0089803,           0.0089803
                 105,            0.036502,            0.011695,                   0,             0.82276,             0.73316,             0.74432,             0.45691,            0.017357,           0.0046494,                   0,           0.0089704,           0.0089704,           0.0089704
                 106,             0.03353,            0.011261,                   0,             0.95265,             0.78947,             0.84517,             0.53674,            0.017119,            0.004548,                   0,           0.0089605,           0.0089605,           0.0089605
                 107,            0.034116,            0.011564,                   0,             0.87107,             0.73684,             0.79047,             0.55815,            0.015734,           0.0049478,                   0,           0.0089506,           0.0089506,           0.0089506
                 108,            0.033157,            0.011366,                   0,             0.92776,             0.73684,             0.84432,             0.46883,            0.016796,           0.0049401,                   0,           0.0089407,           0.0089407,           0.0089407
                 109,            0.035024,            0.011113,                   0,             0.98636,             0.89474,             0.89552,             0.56229,            0.016505,           0.0045579,                   0,           0.0089308,           0.0089308,           0.0089308
                 110,            0.031624,            0.011026,                   0,              0.9339,             0.89474,             0.89352,             0.60475,            0.016021,           0.0038429,                   0,           0.0089209,           0.0089209,           0.0089209
                 111,            0.033715,            0.011099,                   0,             0.87627,             0.89474,             0.86953,             0.60891,            0.016095,           0.0042332,                   0,            0.008911,            0.008911,            0.008911
                 112,            0.031489,            0.011106,                   0,             0.99602,             0.78947,             0.87242,             0.58278,            0.015975,           0.0039828,                   0,           0.0089011,           0.0089011,           0.0089011
                 113,            0.031658,            0.010285,                   0,             0.86001,             0.68421,             0.80952,             0.50567,            0.015571,           0.0051289,                   0,           0.0088912,           0.0088912,           0.0088912
                 114,              0.0325,            0.011106,                   0,              0.9802,             0.73684,             0.85256,             0.56979,            0.015596,           0.0043989,                   0,           0.0088813,           0.0088813,           0.0088813
                 115,             0.03186,            0.011193,                   0,             0.99514,             0.73684,             0.88521,             0.57928,             0.01625,           0.0040324,                   0,           0.0088714,           0.0088714,           0.0088714
                 116,            0.032811,            0.011557,                   0,             0.71596,             0.84211,             0.79018,             0.55355,            0.015929,           0.0046404,                   0,           0.0088615,           0.0088615,           0.0088615
                 117,             0.03328,            0.010909,                   0,             0.85974,             0.78947,             0.81757,              0.5656,            0.015345,           0.0044355,                   0,           0.0088516,           0.0088516,           0.0088516
                 118,            0.030529,            0.010778,                   0,             0.89992,             0.89474,             0.86751,             0.57537,            0.015052,            0.004111,                   0,           0.0088417,           0.0088417,           0.0088417
                 119,            0.032947,            0.010656,                   0,                   1,             0.72826,             0.82938,             0.58127,            0.014696,           0.0047821,                   0,           0.0088318,           0.0088318,           0.0088318
                 120,            0.032153,            0.011015,                   0,                   1,             0.82482,             0.87473,             0.62433,             0.01507,           0.0044587,                   0,           0.0088219,           0.0088219,           0.0088219
                 121,            0.032169,            0.010223,                   0,             0.92709,             0.84211,             0.89917,             0.61181,            0.014386,           0.0040426,                   0,            0.008812,            0.008812,            0.008812
                 122,             0.03228,            0.010585,                   0,              0.9855,             0.84211,             0.91491,             0.66314,            0.014324,           0.0037077,                   0,           0.0088021,           0.0088021,           0.0088021
                 123,            0.030719,            0.010394,                   0,                   1,             0.83056,              0.8928,             0.59478,            0.016462,           0.0040611,                   0,           0.0087922,           0.0087922,           0.0087922
                 124,            0.031828,            0.010189,                   0,             0.96457,             0.89474,             0.89833,             0.65048,            0.014115,           0.0038005,                   0,           0.0087823,           0.0087823,           0.0087823
                 125,            0.030205,             0.01036,                   0,             0.89018,             0.89474,             0.88918,             0.60101,            0.015258,           0.0037267,                   0,           0.0087724,           0.0087724,           0.0087724
                 126,            0.031334,            0.010494,                   0,             0.86739,             0.84211,             0.87262,             0.53291,            0.015719,           0.0042007,                   0,           0.0087625,           0.0087625,           0.0087625
                 127,            0.030859,           0.0097242,                   0,             0.87936,             0.89474,             0.87636,             0.60676,            0.015833,           0.0038079,                   0,           0.0087526,           0.0087526,           0.0087526
                 128,            0.032208,            0.010326,                   0,             0.91804,             0.89474,             0.88345,             0.56433,            0.015423,           0.0045264,                   0,           0.0087427,           0.0087427,           0.0087427
                 129,            0.030423,            0.010477,                   0,             0.91621,             0.78947,             0.87399,             0.60151,            0.014714,            0.004063,                   0,           0.0087328,           0.0087328,           0.0087328
                 130,            0.031969,            0.010297,                   0,                   1,             0.83501,             0.87736,             0.59396,            0.015764,           0.0041572,                   0,           0.0087229,           0.0087229,           0.0087229
                 131,            0.031006,            0.010427,                   0,             0.93689,             0.78176,             0.91482,             0.63033,            0.013986,           0.0040369,                   0,            0.008713,            0.008713,            0.008713
                 132,            0.028739,            0.010682,                   0,             0.90843,             0.78947,             0.87651,             0.58979,            0.014757,            0.003702,                   0,           0.0087031,           0.0087031,           0.0087031
                 133,            0.031281,            0.010253,                   0,                   1,             0.89418,             0.90543,             0.65729,            0.013698,           0.0039272,                   0,           0.0086932,           0.0086932,           0.0086932
                 134,            0.029657,            0.010247,                   0,             0.98988,             0.78947,             0.91362,             0.60235,            0.015438,           0.0042334,                   0,           0.0086833,           0.0086833,           0.0086833
                 135,            0.031282,           0.0099173,                   0,             0.96621,             0.84211,             0.91083,             0.64277,            0.013587,           0.0038806,                   0,           0.0086734,           0.0086734,           0.0086734
                 136,            0.030227,            0.010492,                   0,                   1,             0.83036,             0.90707,             0.64268,            0.013423,           0.0038355,                   0,           0.0086635,           0.0086635,           0.0086635
                 137,            0.030102,            0.010185,                   0,             0.91925,             0.84211,             0.89966,             0.64002,            0.014596,           0.0038446,                   0,           0.0086536,           0.0086536,           0.0086536
                 138,            0.031811,            0.010076,                   0,             0.88733,             0.82954,             0.84219,             0.55612,            0.014576,           0.0043156,                   0,           0.0086437,           0.0086437,           0.0086437
                 139,            0.029153,            0.010405,                   0,             0.93593,             0.76961,             0.84255,             0.57841,            0.015411,           0.0041762,                   0,           0.0086338,           0.0086338,           0.0086338
                 140,            0.029871,           0.0099954,                   0,             0.99506,             0.84211,             0.90719,             0.62005,            0.014354,           0.0039257,                   0,           0.0086239,           0.0086239,           0.0086239
                 141,            0.030557,            0.010188,                   0,                   1,             0.83883,             0.89527,             0.59862,            0.015164,           0.0039185,                   0,            0.008614,            0.008614,            0.008614
                 142,            0.028906,           0.0096204,                   0,              0.9065,             0.84211,             0.88362,             0.67084,            0.013357,            0.003692,                   0,           0.0086041,           0.0086041,           0.0086041
                 143,            0.029607,            0.010026,                   0,             0.93847,              0.8033,             0.88306,             0.62367,            0.014098,           0.0038106,                   0,           0.0085942,           0.0085942,           0.0085942
                 144,             0.02855,           0.0099512,                   0,             0.93687,             0.84211,             0.88358,             0.59136,            0.014196,           0.0041769,                   0,           0.0085843,           0.0085843,           0.0085843
                 145,            0.028413,           0.0093248,                   0,             0.97775,             0.84211,             0.88643,             0.60682,            0.013505,           0.0043719,                   0,           0.0085744,           0.0085744,           0.0085744
                 146,            0.027411,           0.0090555,                   0,             0.92777,             0.84211,             0.90755,              0.6419,            0.013043,           0.0038002,                   0,           0.0085645,           0.0085645,           0.0085645
                 147,             0.02814,           0.0095141,                   0,              0.9279,             0.84211,             0.84753,             0.58894,            0.012847,            0.004245,                   0,           0.0085546,           0.0085546,           0.0085546
                 148,            0.029534,           0.0090042,                   0,              0.8799,             0.89474,             0.88876,             0.62275,            0.015234,           0.0037952,                   0,           0.0085447,           0.0085447,           0.0085447
                 149,            0.028728,             0.00971,                   0,             0.99788,             0.73684,             0.87361,             0.60414,            0.014523,           0.0037802,                   0,           0.0085348,           0.0085348,           0.0085348
                 150,            0.030938,           0.0095871,                   0,             0.92515,             0.84211,             0.84415,             0.62535,            0.014277,           0.0035071,                   0,           0.0085249,           0.0085249,           0.0085249
                 151,            0.027927,           0.0098541,                   0,             0.92575,             0.89474,             0.88897,              0.6209,            0.014062,           0.0037914,                   0,            0.008515,            0.008515,            0.008515
                 152,            0.028742,           0.0092495,                   0,             0.88192,             0.78636,              0.8369,             0.61277,            0.013787,            0.003783,                   0,           0.0085051,           0.0085051,           0.0085051
                 153,            0.028331,           0.0090955,                   0,             0.88085,             0.84211,             0.86885,             0.62375,            0.013573,           0.0037886,                   0,           0.0084952,           0.0084952,           0.0084952
